GO.ID,Term,Annotated,Significant,Expected,classic
GO:2001233,regulation of apoptotic signaling pathwa...,6,0,0.02,1.0000
GO:2001234,negative regulation of apoptotic signali...,1,0,0,1.0000
GO:2001235,positive regulation of apoptotic signali...,5,0,0.01,1.0000
GO:2001236,regulation of extrinsic apoptotic signal...,1,0,0,1.0000
GO:2001237,negative regulation of extrinsic apoptot...,1,0,0,1.0000
GO:2001239,regulation of extrinsic apoptotic signal...,1,0,0,1.0000
GO:2001240,negative regulation of extrinsic apoptot...,1,0,0,1.0000
GO:2001252,positive regulation of chromosome organi...,10,0,0.03,1.0000
GO:2001267,regulation of cysteine-type endopeptidas...,3,0,0.01,1.0000
GO:2001269,positive regulation of cysteine-type end...,3,0,0.01,1.0000
